question,answer
"My symptoms are cough, sinus pressure, runny nose, throat irritation, redness of eyes, phlegm, headache, high fever, chest pain, swelled lymph nodes, chills, fatigue, congestion, continuous sneezing, loss of smell, muscle pain, and malaise. What could this be?",Common Cold
"I have these symptoms: breathlessness, malaise, fast heart rate, chest pain, cough, phlegm, rusty sputum, fatigue, sweating, high fever, and chills. What do I have?",Pneumonia
"I have these symptoms: pain during bowel movements, constipation, pain in anal region, irritation in anus, and bloody stool. What do I have?",Dimorphic hemmorhoids(piles)
"I have these symptoms: breathlessness, vomiting, chest pain, and sweating. What do I have?",Heart attack
"My symptoms are swollen blood vessels, cramps, prominent veins on calf, fatigue, swollen legs, bruising, and obesity. What could this be?",Varicose veins
"My symptoms are enlarged thyroid, lethargy, irritability, dizziness, cold hands and feets, abnormal menstruation, fatigue, depression, puffy face and eyes, mood swings, weight gain, brittle nails, and swollen extremeties. What could this be?",Hypothyroidism
"I am experiencing sweating, diarrhoea, weight loss, irritability, mood swings, restlessness, fast heart rate, fatigue, abnormal menstruation, muscle weakness, and excessive hunger. What condition does this match?",Hyperthyroidism
"I have these symptoms: drying and tingling lips, irritability, vomiting, excessive hunger, slurred speech, nausea, blurred and distorted vision, headache, fatigue, palpitations, sweating, and anxiety. What do I have?",Hypoglycemia
"My symptoms are neck pain, painful walking, swelling joints, hip joint pain, knee pain, and joint pain. What could this be?",Osteoarthristis
"I have these symptoms: muscle weakness, stiff neck, movement stiffness, painful walking, and swelling joints. What do I have?",Arthritis
"My symptoms are spinning movements, loss of balance, unsteadiness, vomiting, headache, and nausea. What could this be?",(vertigo) Paroymsal  Positional Vertigo
"My symptoms are pus filled pimples, skin rash, blackheads, and scurring. What could this be?",Acne
"My symptoms are continuous feel of urine, foul smell of urine, burning micturition, and bladder discomfort. What could this be?",Urinary tract infection
"I have these symptoms: silver like dusting, small dents in nails, skin rash, skin peeling, joint pain, and inflammatory nails. What do I have?",Psoriasis
"My symptoms are blister, high fever, skin rash, yellow crust ooze, and red sore around nose. What could this be?",Impetigo
"My symptoms are nodal skin eruptions, skin rash, dischromic  patches, and itching. What could this be?",Fungal infection
"I am experiencing shivering, chills, continuous sneezing, and watering from eyes. What condition does this match?",Allergy
"I am experiencing stomach pain, cough, acidity, ulcers on tongue, vomiting, and chest pain. What condition does this match?",GERD
"I am experiencing itching, abdominal pain, nausea, yellowing of eyes, vomiting, yellowish skin, and loss of appetite. What condition does this match?",Chronic cholestasis
"I am experiencing burning micturition, skin rash, stomach pain, itching, and spotting  urination. What condition does this match?",Drug Reaction
"I am experiencing loss of appetite, abdominal pain, vomiting, indigestion, internal itching, and passage of gases. What condition does this match?",Peptic ulcer diseae
"I am experiencing patches in throat, muscle wasting, high fever, and extra marital contacts. What condition does this match?",AIDS
"I am experiencing irregular sugar level, weight loss, blurred and distorted vision, excessive hunger, fatigue, obesity, lethargy, increased appetite, restlessness, and polyuria. What condition does this match?",Diabetes 
"My symptoms are dehydration, sunken eyes, diarrhoea, and vomiting. What could this be?",Gastroenteritis
"My symptoms are family history, fatigue, cough, high fever, mucoid sputum, and breathlessness. What could this be?",Bronchial Asthma
"I am experiencing headache, dizziness, chest pain, lack of concentration, and loss of balance. What condition does this match?",Hypertension 
"I am experiencing visual disturbances, indigestion, irritability, stiff neck, depression, excessive hunger, blurred and distorted vision, acidity, and headache. What condition does this match?",Migraine
"I have these symptoms: back pain, weakness in limbs, dizziness, loss of balance, and neck pain. What do I have?",Cervical spondylosis
"I have these symptoms: weakness of one body side, vomiting, altered sensorium, and headache. What do I have?",Paralysis (brain hemorrhage)
"I have these symptoms: high fever, itching, weight loss, dark urine, yellowish skin, abdominal pain, fatigue, and vomiting. What do I have?",Jaundice
"I am experiencing muscle pain, nausea, chills, headache, vomiting, diarrhoea, high fever, and sweating. What condition does this match?",Malaria
"I have these symptoms: high fever, itching, loss of appetite, lethargy, malaise, fatigue, skin rash, red spots over body, mild fever, swelled lymph nodes, and headache. What do I have?",Chicken pox
"I am experiencing malaise, chills, back pain, fatigue, nausea, joint pain, pain behind the eyes, loss of appetite, headache, muscle pain, high fever, vomiting, skin rash, and red spots over body. What condition does this match?",Dengue
"My symptoms are chills, belly pain, constipation, toxic look (typhos), headache, nausea, vomiting, fatigue, diarrhoea, high fever, and abdominal pain. What could this be?",Typhoid
"I have these symptoms: loss of appetite, vomiting, nausea, yellowish skin, dark urine, yellowing of eyes, muscle pain, joint pain, mild fever, diarrhoea, and abdominal pain. What do I have?",hepatitis A
"My symptoms are yellow urine, yellowing of eyes, lethargy, fatigue, yellowish skin, receiving blood transfusion, abdominal pain, receiving unsterile injections, malaise, itching, dark urine, and loss of appetite. What could this be?",Hepatitis B
"My symptoms are loss of appetite, yellowing of eyes, nausea, yellowish skin, fatigue, and family history. What could this be?",Hepatitis C
"I have these symptoms: nausea, yellowing of eyes, yellowish skin, loss of appetite, abdominal pain, fatigue, joint pain, dark urine, and vomiting. What do I have?",Hepatitis D
"I am experiencing fatigue, high fever, dark urine, yellowish skin, vomiting, abdominal pain, acute liver failure, stomach bleeding, nausea, joint pain, coma, loss of appetite, and yellowing of eyes. What condition does this match?",Hepatitis E
"My symptoms are abdominal pain, swelling of stomach, fluid overload.1, yellowish skin, distention of abdomen, history of alcohol consumption, and vomiting. What could this be?",Alcoholic hepatitis
"My symptoms are cough, malaise, blood in sputum, vomiting, high fever, fatigue, swelled lymph nodes, sweating, loss of appetite, phlegm, mild fever, yellowing of eyes, chills, weight loss, breathlessness, and chest pain. What could this be?",Tuberculosis
"I have these symptoms: swelled lymph nodes, sinus pressure, cough, throat irritation, fatigue, muscle pain, loss of smell, chills, runny nose, high fever, redness of eyes, headache, congestion, malaise, continuous sneezing, phlegm, and chest pain. What do I have?",Common Cold
"I am experiencing phlegm, chills, fatigue, high fever, breathlessness, chest pain, rusty sputum, malaise, fast heart rate, cough, and sweating. What condition does this match?",Pneumonia
"I have these symptoms: constipation, bloody stool, irritation in anus, pain in anal region, and pain during bowel movements. What do I have?",Dimorphic hemmorhoids(piles)
"My symptoms are breathlessness, vomiting, sweating, and chest pain. What could this be?",Heart attack
"I am experiencing obesity, cramps, bruising, fatigue, prominent veins on calf, swollen legs, and swollen blood vessels. What condition does this match?",Varicose veins
"I am experiencing depression, enlarged thyroid, lethargy, dizziness, puffy face and eyes, mood swings, abnormal menstruation, irritability, cold hands and feets, brittle nails, swollen extremeties, weight gain, and fatigue. What condition does this match?",Hypothyroidism
"I am experiencing fast heart rate, diarrhoea, fatigue, restlessness, weight loss, excessive hunger, sweating, irritability, abnormal menstruation, muscle weakness, and mood swings. What condition does this match?",Hyperthyroidism
"My symptoms are drying and tingling lips, excessive hunger, anxiety, vomiting, sweating, nausea, slurred speech, palpitations, irritability, fatigue, headache, and blurred and distorted vision. What could this be?",Hypoglycemia
"I have these symptoms: swelling joints, neck pain, painful walking, joint pain, hip joint pain, and knee pain. What do I have?",Osteoarthristis
"I have these symptoms: painful walking, muscle weakness, movement stiffness, swelling joints, and stiff neck. What do I have?",Arthritis
"I am experiencing spinning movements, nausea, headache, vomiting, unsteadiness, and loss of balance. What condition does this match?",(vertigo) Paroymsal  Positional Vertigo
"My symptoms are blackheads, scurring, pus filled pimples, and skin rash. What could this be?",Acne
"I am experiencing foul smell of urine, continuous feel of urine, burning micturition, and bladder discomfort. What condition does this match?",Urinary tract infection
"I have these symptoms: joint pain, small dents in nails, skin peeling, skin rash, silver like dusting, and inflammatory nails. What do I have?",Psoriasis
"I have these symptoms: skin rash, blister, yellow crust ooze, high fever, and red sore around nose. What do I have?",Impetigo
"I have these symptoms: itching, nodal skin eruptions, dischromic  patches, and skin rash. What do I have?",Fungal infection
"I am experiencing continuous sneezing, chills, watering from eyes, and shivering. What condition does this match?",Allergy
"I have these symptoms: chest pain, ulcers on tongue, acidity, cough, stomach pain, and vomiting. What do I have?",GERD
"I have these symptoms: nausea, yellowing of eyes, loss of appetite, abdominal pain, vomiting, itching, and yellowish skin. What do I have?",Chronic cholestasis
"I have these symptoms: spotting  urination, burning micturition, itching, stomach pain, and skin rash. What do I have?",Drug Reaction
"I have these symptoms: passage of gases, loss of appetite, vomiting, abdominal pain, indigestion, and internal itching. What do I have?",Peptic ulcer diseae
"My symptoms are high fever, extra marital contacts, patches in throat, and muscle wasting. What could this be?",AIDS
"My symptoms are weight loss, polyuria, irregular sugar level, blurred and distorted vision, excessive hunger, increased appetite, obesity, lethargy, fatigue, and restlessness. What could this be?",Diabetes 
"I have these symptoms: diarrhoea, vomiting, sunken eyes, and dehydration. What do I have?",Gastroenteritis
"I have these symptoms: cough, family history, high fever, fatigue, breathlessness, and mucoid sputum. What do I have?",Bronchial Asthma
"I have these symptoms: dizziness, chest pain, loss of balance, headache, and lack of concentration. What do I have?",Hypertension 
"I am experiencing blurred and distorted vision, headache, depression, indigestion, excessive hunger, irritability, acidity, visual disturbances, and stiff neck. What condition does this match?",Migraine
"I have these symptoms: weakness in limbs, back pain, neck pain, dizziness, and loss of balance. What do I have?",Cervical spondylosis
"My symptoms are headache, weakness of one body side, altered sensorium, and vomiting. What could this be?",Paralysis (brain hemorrhage)
"My symptoms are weight loss, itching, high fever, abdominal pain, vomiting, fatigue, yellowish skin, and dark urine. What could this be?",Jaundice
"I am experiencing diarrhoea, vomiting, muscle pain, headache, high fever, sweating, nausea, and chills. What condition does this match?",Malaria
"I am experiencing itching, skin rash, loss of appetite, lethargy, mild fever, headache, red spots over body, high fever, malaise, swelled lymph nodes, and fatigue. What condition does this match?",Chicken pox
"My symptoms are back pain, loss of appetite, malaise, high fever, headache, pain behind the eyes, nausea, muscle pain, skin rash, red spots over body, joint pain, chills, fatigue, and vomiting. What could this be?",Dengue
"I am experiencing high fever, diarrhoea, chills, fatigue, headache, toxic look (typhos), vomiting, abdominal pain, constipation, nausea, and belly pain. What condition does this match?",Typhoid
"I am experiencing joint pain, yellowish skin, muscle pain, vomiting, yellowing of eyes, diarrhoea, loss of appetite, mild fever, nausea, dark urine, and abdominal pain. What condition does this match?",hepatitis A
"My symptoms are abdominal pain, receiving unsterile injections, yellowish skin, yellowing of eyes, dark urine, lethargy, receiving blood transfusion, fatigue, yellow urine, loss of appetite, malaise, and itching. What could this be?",Hepatitis B
"I have these symptoms: nausea, yellowish skin, family history, loss of appetite, yellowing of eyes, and fatigue. What do I have?",Hepatitis C
"I am experiencing vomiting, abdominal pain, joint pain, dark urine, yellowish skin, loss of appetite, fatigue, nausea, and yellowing of eyes. What condition does this match?",Hepatitis D
"My symptoms are abdominal pain, high fever, nausea, yellowing of eyes, joint pain, dark urine, loss of appetite, stomach bleeding, yellowish skin, coma, acute liver failure, fatigue, and vomiting. What could this be?",Hepatitis E
"I am experiencing swelling of stomach, distention of abdomen, yellowish skin, fluid overload.1, history of alcohol consumption, abdominal pain, and vomiting. What condition does this match?",Alcoholic hepatitis
"I am experiencing cough, high fever, sweating, yellowing of eyes, malaise, fatigue, vomiting, loss of appetite, breathlessness, swelled lymph nodes, chills, blood in sputum, phlegm, chest pain, mild fever, and weight loss. What condition does this match?",Tuberculosis
"I am experiencing fatigue, high fever, chills, swelled lymph nodes, sinus pressure, continuous sneezing, chest pain, throat irritation, headache, muscle pain, loss of smell, runny nose, congestion, cough, phlegm, redness of eyes, and malaise. What condition does this match?",Common Cold
"My symptoms are fatigue, fast heart rate, high fever, rusty sputum, malaise, chills, breathlessness, cough, phlegm, chest pain, and sweating. What could this be?",Pneumonia
"I am experiencing constipation, bloody stool, irritation in anus, pain during bowel movements, and pain in anal region. What condition does this match?",Dimorphic hemmorhoids(piles)
"My symptoms are sweating, chest pain, vomiting, and breathlessness. What could this be?",Heart attack
"I am experiencing cramps, swollen blood vessels, obesity, bruising, fatigue, swollen legs, and prominent veins on calf. What condition does this match?",Varicose veins
"I have these symptoms: weight gain, puffy face and eyes, depression, brittle nails, abnormal menstruation, fatigue, lethargy, irritability, dizziness, cold hands and feets, mood swings, enlarged thyroid, and swollen extremeties. What do I have?",Hypothyroidism
"I have these symptoms: weight loss, fatigue, excessive hunger, irritability, mood swings, restlessness, sweating, diarrhoea, fast heart rate, abnormal menstruation, and muscle weakness. What do I have?",Hyperthyroidism
"I have these symptoms: palpitations, blurred and distorted vision, headache, excessive hunger, vomiting, anxiety, fatigue, slurred speech, drying and tingling lips, nausea, sweating, and irritability. What do I have?",Hypoglycemia
"I have these symptoms: joint pain, neck pain, painful walking, swelling joints, knee pain, and hip joint pain. What do I have?",Osteoarthristis
"My symptoms are painful walking, movement stiffness, swelling joints, stiff neck, and muscle weakness. What could this be?",Arthritis
"My symptoms are vomiting, nausea, loss of balance, spinning movements, headache, and unsteadiness. What could this be?",(vertigo) Paroymsal  Positional Vertigo
"I have these symptoms: pus filled pimples, scurring, skin rash, and blackheads. What do I have?",Acne
"I am experiencing continuous feel of urine, bladder discomfort, burning micturition, and foul smell of urine. What condition does this match?",Urinary tract infection
"I am experiencing inflammatory nails, joint pain, skin rash, skin peeling, silver like dusting, and small dents in nails. What condition does this match?",Psoriasis
"I have these symptoms: skin rash, blister, high fever, red sore around nose, and yellow crust ooze. What do I have?",Impetigo
"I am experiencing itching, dischromic  patches, nodal skin eruptions, and skin rash. What condition does this match?",Fungal infection
"I am experiencing chills, continuous sneezing, shivering, and watering from eyes. What condition does this match?",Allergy
"I am experiencing vomiting, cough, chest pain, acidity, ulcers on tongue, and stomach pain. What condition does this match?",GERD
"I have these symptoms: yellowing of eyes, nausea, abdominal pain, yellowish skin, itching, vomiting, and loss of appetite. What do I have?",Chronic cholestasis
"I am experiencing skin rash, itching, spotting  urination, burning micturition, and stomach pain. What condition does this match?",Drug Reaction
"I am experiencing passage of gases, abdominal pain, indigestion, vomiting, internal itching, and loss of appetite. What condition does this match?",Peptic ulcer diseae
"I am experiencing high fever, patches in throat, muscle wasting, and extra marital contacts. What condition does this match?",AIDS
"My symptoms are restlessness, polyuria, lethargy, blurred and distorted vision, fatigue, excessive hunger, increased appetite, irregular sugar level, obesity, and weight loss. What could this be?",Diabetes 
"I am experiencing diarrhoea, dehydration, vomiting, and sunken eyes. What condition does this match?",Gastroenteritis
"My symptoms are fatigue, high fever, family history, mucoid sputum, cough, and breathlessness. What could this be?",Bronchial Asthma
"My symptoms are chest pain, lack of concentration, loss of balance, headache, and dizziness. What could this be?",Hypertension 
"My symptoms are stiff neck, headache, irritability, indigestion, acidity, excessive hunger, visual disturbances, blurred and distorted vision, and depression. What could this be?",Migraine
"I am experiencing loss of balance, back pain, dizziness, neck pain, and weakness in limbs. What condition does this match?",Cervical spondylosis
"My symptoms are altered sensorium, headache, vomiting, and weakness of one body side. What could this be?",Paralysis (brain hemorrhage)
"My symptoms are itching, dark urine, yellowish skin, vomiting, fatigue, high fever, weight loss, and abdominal pain. What could this be?",Jaundice
"I have these symptoms: sweating, chills, high fever, nausea, vomiting, headache, muscle pain, and diarrhoea. What do I have?",Malaria
"I am experiencing lethargy, loss of appetite, mild fever, skin rash, red spots over body, swelled lymph nodes, fatigue, malaise, itching, headache, and high fever. What condition does this match?",Chicken pox
"I am experiencing fatigue, back pain, joint pain, nausea, chills, pain behind the eyes, loss of appetite, vomiting, malaise, muscle pain, red spots over body, high fever, skin rash, and headache. What condition does this match?",Dengue
"My symptoms are abdominal pain, toxic look (typhos), chills, constipation, diarrhoea, fatigue, vomiting, high fever, headache, nausea, and belly pain. What could this be?",Typhoid
"My symptoms are muscle pain, dark urine, nausea, yellowish skin, loss of appetite, mild fever, yellowing of eyes, joint pain, vomiting, diarrhoea, and abdominal pain. What could this be?",hepatitis A
"My symptoms are yellowing of eyes, yellowish skin, dark urine, abdominal pain, malaise, itching, lethargy, fatigue, receiving unsterile injections, receiving blood transfusion, yellow urine, and loss of appetite. What could this be?",Hepatitis B
"I am experiencing yellowing of eyes, loss of appetite, fatigue, family history, nausea, and yellowish skin. What condition does this match?",Hepatitis C
"My symptoms are fatigue, loss of appetite, dark urine, abdominal pain, yellowish skin, yellowing of eyes, joint pain, nausea, and vomiting. What could this be?",Hepatitis D
"I am experiencing dark urine, nausea, coma, stomach bleeding, loss of appetite, vomiting, high fever, joint pain, yellowish skin, acute liver failure, abdominal pain, yellowing of eyes, and fatigue. What condition does this match?",Hepatitis E
"I am experiencing fluid overload.1, vomiting, swelling of stomach, yellowish skin, distention of abdomen, history of alcohol consumption, and abdominal pain. What condition does this match?",Alcoholic hepatitis
"I am experiencing cough, breathlessness, chills, chest pain, fatigue, loss of appetite, weight loss, sweating, vomiting, mild fever, swelled lymph nodes, yellowing of eyes, blood in sputum, malaise, phlegm, and high fever. What condition does this match?",Tuberculosis
"I have these symptoms: redness of eyes, runny nose, loss of smell, cough, sinus pressure, phlegm, muscle pain, chest pain, headache, throat irritation, chills, congestion, continuous sneezing, swelled lymph nodes, malaise, high fever, and fatigue. What do I have?",Common Cold
"I am experiencing malaise, sweating, rusty sputum, breathlessness, cough, chills, chest pain, fatigue, phlegm, fast heart rate, and high fever. What condition does this match?",Pneumonia
"I have these symptoms: constipation, bloody stool, irritation in anus, pain in anal region, and pain during bowel movements. What do I have?",Dimorphic hemmorhoids(piles)
"I have these symptoms: chest pain, breathlessness, vomiting, and sweating. What do I have?",Heart attack
"I have these symptoms: fatigue, obesity, swollen blood vessels, bruising, prominent veins on calf, cramps, and swollen legs. What do I have?",Varicose veins
"I have these symptoms: brittle nails, irritability, swollen extremeties, fatigue, mood swings, dizziness, depression, enlarged thyroid, cold hands and feets, weight gain, lethargy, puffy face and eyes, and abnormal menstruation. What do I have?",Hypothyroidism
"I am experiencing excessive hunger, sweating, mood swings, fatigue, fast heart rate, diarrhoea, muscle weakness, weight loss, restlessness, irritability, and abnormal menstruation. What condition does this match?",Hyperthyroidism
"I am experiencing excessive hunger, blurred and distorted vision, nausea, sweating, fatigue, vomiting, anxiety, slurred speech, headache, drying and tingling lips, palpitations, and irritability. What condition does this match?",Hypoglycemia
"I have these symptoms: neck pain, painful walking, swelling joints, knee pain, joint pain, and hip joint pain. What do I have?",Osteoarthristis
"I have these symptoms: muscle weakness, painful walking, movement stiffness, stiff neck, and swelling joints. What do I have?",Arthritis
"My symptoms are unsteadiness, vomiting, loss of balance, nausea, headache, and spinning movements. What could this be?",(vertigo) Paroymsal  Positional Vertigo
"I have these symptoms: scurring, skin rash, blackheads, and pus filled pimples. What do I have?",Acne
"I have these symptoms: foul smell of urine, burning micturition, bladder discomfort, and continuous feel of urine. What do I have?",Urinary tract infection
"I have these symptoms: joint pain, skin peeling, silver like dusting, skin rash, small dents in nails, and inflammatory nails. What do I have?",Psoriasis
"I have these symptoms: red sore around nose, blister, skin rash, yellow crust ooze, and high fever. What do I have?",Impetigo
"I am experiencing nodal skin eruptions, dischromic  patches, skin rash, and itching. What condition does this match?",Fungal infection
"I have these symptoms: chills, shivering, continuous sneezing, and watering from eyes. What do I have?",Allergy
"I am experiencing acidity, chest pain, stomach pain, ulcers on tongue, vomiting, and cough. What condition does this match?",GERD
"I am experiencing nausea, yellowing of eyes, yellowish skin, itching, vomiting, abdominal pain, and loss of appetite. What condition does this match?",Chronic cholestasis
"I have these symptoms: burning micturition, itching, skin rash, stomach pain, and spotting  urination. What do I have?",Drug Reaction
"My symptoms are vomiting, indigestion, internal itching, passage of gases, abdominal pain, and loss of appetite. What could this be?",Peptic ulcer diseae
"I am experiencing extra marital contacts, patches in throat, muscle wasting, and high fever. What condition does this match?",AIDS
"My symptoms are increased appetite, blurred and distorted vision, obesity, restlessness, lethargy, polyuria, excessive hunger, fatigue, weight loss, and irregular sugar level. What could this be?",Diabetes 
"I have these symptoms: vomiting, dehydration, sunken eyes, and diarrhoea. What do I have?",Gastroenteritis
"My symptoms are cough, breathlessness, high fever, fatigue, family history, and mucoid sputum. What could this be?",Bronchial Asthma
"My symptoms are headache, chest pain, dizziness, lack of concentration, and loss of balance. What could this be?",Hypertension 
"My symptoms are indigestion, excessive hunger, irritability, acidity, stiff neck, blurred and distorted vision, visual disturbances, depression, and headache. What could this be?",Migraine
"My symptoms are back pain, dizziness, loss of balance, neck pain, and weakness in limbs. What could this be?",Cervical spondylosis
"I have these symptoms: weakness of one body side, headache, altered sensorium, and vomiting. What do I have?",Paralysis (brain hemorrhage)
"I am experiencing dark urine, yellowish skin, high fever, abdominal pain, weight loss, itching, vomiting, and fatigue. What condition does this match?",Jaundice
"I am experiencing headache, nausea, sweating, diarrhoea, chills, high fever, vomiting, and muscle pain. What condition does this match?",Malaria
"My symptoms are fatigue, red spots over body, high fever, malaise, itching, headache, lethargy, swelled lymph nodes, mild fever, skin rash, and loss of appetite. What could this be?",Chicken pox
"I have these symptoms: loss of appetite, headache, red spots over body, muscle pain, high fever, back pain, skin rash, nausea, chills, vomiting, malaise, joint pain, fatigue, and pain behind the eyes. What do I have?",Dengue
"I have these symptoms: headache, toxic look (typhos), high fever, chills, nausea, abdominal pain, vomiting, constipation, belly pain, fatigue, and diarrhoea. What do I have?",Typhoid
"My symptoms are vomiting, joint pain, abdominal pain, mild fever, yellowing of eyes, yellowish skin, diarrhoea, loss of appetite, nausea, muscle pain, and dark urine. What could this be?",hepatitis A
"My symptoms are yellowing of eyes, receiving blood transfusion, fatigue, itching, malaise, dark urine, yellow urine, receiving unsterile injections, lethargy, abdominal pain, yellowish skin, and loss of appetite. What could this be?",Hepatitis B
"My symptoms are yellowing of eyes, loss of appetite, fatigue, nausea, family history, and yellowish skin. What could this be?",Hepatitis C
"I am experiencing fatigue, abdominal pain, loss of appetite, nausea, vomiting, yellowish skin, yellowing of eyes, dark urine, and joint pain. What condition does this match?",Hepatitis D
"I am experiencing stomach bleeding, nausea, abdominal pain, dark urine, coma, yellowish skin, joint pain, vomiting, fatigue, acute liver failure, loss of appetite, yellowing of eyes, and high fever. What condition does this match?",Hepatitis E
"My symptoms are yellowish skin, fluid overload.1, abdominal pain, vomiting, distention of abdomen, swelling of stomach, and history of alcohol consumption. What could this be?",Alcoholic hepatitis
"My symptoms are breathlessness, mild fever, weight loss, chest pain, vomiting, swelled lymph nodes, sweating, fatigue, blood in sputum, chills, phlegm, malaise, high fever, loss of appetite, cough, and yellowing of eyes. What could this be?",Tuberculosis
"I am experiencing phlegm, congestion, continuous sneezing, sinus pressure, malaise, loss of smell, muscle pain, runny nose, headache, fatigue, throat irritation, cough, high fever, chest pain, swelled lymph nodes, redness of eyes, and chills. What condition does this match?",Common Cold
"I have these symptoms: malaise, sweating, cough, breathlessness, chills, chest pain, phlegm, fast heart rate, high fever, rusty sputum, and fatigue. What do I have?",Pneumonia
"I am experiencing pain in anal region, pain during bowel movements, bloody stool, constipation, and irritation in anus. What condition does this match?",Dimorphic hemmorhoids(piles)
"My symptoms are chest pain, breathlessness, vomiting, and sweating. What could this be?",Heart attack
"I am experiencing swollen blood vessels, prominent veins on calf, obesity, cramps, fatigue, swollen legs, and bruising. What condition does this match?",Varicose veins
"I am experiencing brittle nails, dizziness, swollen extremeties, lethargy, fatigue, mood swings, cold hands and feets, puffy face and eyes, abnormal menstruation, weight gain, depression, enlarged thyroid, and irritability. What condition does this match?",Hypothyroidism
"I am experiencing fatigue, excessive hunger, abnormal menstruation, muscle weakness, diarrhoea, irritability, sweating, weight loss, mood swings, fast heart rate, and restlessness. What condition does this match?",Hyperthyroidism
"I am experiencing palpitations, irritability, excessive hunger, fatigue, slurred speech, vomiting, headache, anxiety, nausea, blurred and distorted vision, drying and tingling lips, and sweating. What condition does this match?",Hypoglycemia
"My symptoms are swelling joints, neck pain, knee pain, joint pain, hip joint pain, and painful walking. What could this be?",Osteoarthristis
"I am experiencing swelling joints, painful walking, muscle weakness, movement stiffness, and stiff neck. What condition does this match?",Arthritis
"I am experiencing headache, spinning movements, loss of balance, vomiting, unsteadiness, and nausea. What condition does this match?",(vertigo) Paroymsal  Positional Vertigo
"I have these symptoms: skin rash, pus filled pimples, scurring, and blackheads. What do I have?",Acne
"My symptoms are bladder discomfort, foul smell of urine, continuous feel of urine, and burning micturition. What could this be?",Urinary tract infection
"I am experiencing joint pain, skin rash, silver like dusting, skin peeling, inflammatory nails, and small dents in nails. What condition does this match?",Psoriasis
"I have these symptoms: yellow crust ooze, red sore around nose, high fever, skin rash, and blister. What do I have?",Impetigo
"My symptoms are dischromic  patches, skin rash, nodal skin eruptions, and itching. What could this be?",Fungal infection
"My symptoms are shivering, continuous sneezing, chills, and watering from eyes. What could this be?",Allergy
"I am experiencing stomach pain, cough, ulcers on tongue, vomiting, chest pain, and acidity. What condition does this match?",GERD
"My symptoms are itching, yellowing of eyes, vomiting, abdominal pain, loss of appetite, yellowish skin, and nausea. What could this be?",Chronic cholestasis
"I am experiencing stomach pain, skin rash, itching, spotting  urination, and burning micturition. What condition does this match?",Drug Reaction
"My symptoms are indigestion, vomiting, abdominal pain, passage of gases, internal itching, and loss of appetite. What could this be?",Peptic ulcer diseae
"I have these symptoms: high fever, patches in throat, muscle wasting, and extra marital contacts. What do I have?",AIDS
"I am experiencing lethargy, obesity, irregular sugar level, fatigue, weight loss, restlessness, increased appetite, blurred and distorted vision, excessive hunger, and polyuria. What condition does this match?",Diabetes 
"I have these symptoms: sunken eyes, dehydration, vomiting, and diarrhoea. What do I have?",Gastroenteritis
"I have these symptoms: breathlessness, mucoid sputum, cough, fatigue, family history, and high fever. What do I have?",Bronchial Asthma
"I have these symptoms: lack of concentration, chest pain, loss of balance, dizziness, and headache. What do I have?",Hypertension 
"I am experiencing acidity, stiff neck, headache, excessive hunger, blurred and distorted vision, indigestion, irritability, visual disturbances, and depression. What condition does this match?",Migraine
"I have these symptoms: dizziness, loss of balance, weakness in limbs, neck pain, and back pain. What do I have?",Cervical spondylosis
"I am experiencing weakness of one body side, altered sensorium, vomiting, and headache. What condition does this match?",Paralysis (brain hemorrhage)
"I have these symptoms: weight loss, vomiting, yellowish skin, dark urine, fatigue, high fever, itching, and abdominal pain. What do I have?",Jaundice
"I have these symptoms: headache, sweating, chills, nausea, diarrhoea, muscle pain, high fever, and vomiting. What do I have?",Malaria
"My symptoms are loss of appetite, malaise, fatigue, lethargy, swelled lymph nodes, mild fever, headache, red spots over body, high fever, itching, and skin rash. What could this be?",Chicken pox
"I am experiencing chills, skin rash, muscle pain, fatigue, vomiting, red spots over body, pain behind the eyes, loss of appetite, back pain, joint pain, headache, malaise, high fever, and nausea. What condition does this match?",Dengue
"I am experiencing belly pain, constipation, nausea, diarrhoea, abdominal pain, high fever, vomiting, fatigue, chills, toxic look (typhos), and headache. What condition does this match?",Typhoid
"My symptoms are dark urine, loss of appetite, joint pain, abdominal pain, muscle pain, diarrhoea, mild fever, yellowish skin, yellowing of eyes, nausea, and vomiting. What could this be?",hepatitis A
"My symptoms are dark urine, fatigue, malaise, receiving blood transfusion, lethargy, yellowing of eyes, itching, yellow urine, loss of appetite, receiving unsterile injections, abdominal pain, and yellowish skin. What could this be?",Hepatitis B
"I am experiencing fatigue, loss of appetite, yellowing of eyes, nausea, family history, and yellowish skin. What condition does this match?",Hepatitis C
"I have these symptoms: fatigue, dark urine, yellowish skin, vomiting, abdominal pain, nausea, joint pain, yellowing of eyes, and loss of appetite. What do I have?",Hepatitis D
"I am experiencing fatigue, stomach bleeding, high fever, loss of appetite, vomiting, acute liver failure, yellowing of eyes, dark urine, nausea, joint pain, coma, abdominal pain, and yellowish skin. What condition does this match?",Hepatitis E
"I have these symptoms: distention of abdomen, abdominal pain, yellowish skin, history of alcohol consumption, vomiting, swelling of stomach, and fluid overload.1. What do I have?",Alcoholic hepatitis
"I am experiencing weight loss, sweating, chest pain, swelled lymph nodes, cough, vomiting, fatigue, blood in sputum, breathlessness, high fever, malaise, phlegm, loss of appetite, mild fever, yellowing of eyes, and chills. What condition does this match?",Tuberculosis
